player_id,player_name,team,position,height_raw,weight_raw,height_inches,weight_lbs
1629008,Michael Porter Jr.,Nets,Forward,6-10,218,82,218.0
1626171,Bobby Portis,Bucks,Forward,6-10,250,82,250.0
204001,Kristaps Porziņģis,Hawks,Forward-Center,7-2,240,86,240.0
1642366,Quinten Post,Warriors,Center,7-0,238,84,238.0
1630695,Micah Potter,Spurs,Center,6-9,248,81,248.0
203939,Dwight Powell,Mavericks,Forward-Center,6-10,240,82,240.0
1626181,Norman Powell,Heat,Guard,6-3,215,75,215.0
1627752,Taurean Prince,Bucks,Forward,6-6,218,78,218.0
1630202,Payton Pritchard,Celtics,Guard,6-1,195,73,195.0
1641765,Olivier-Maxence Prosper,Grizzlies,Forward,6-7,230,79,230.0
1642389,Zyon Pullin,Timberwolves,Guard,6-4,206,76,206.0
1630243,Trevelin Queen,Magic,Guard,6-5,190,77,190.0
1629674,Neemias Queta,Celtics,Center,7-0,248,84,248.0
1630193,Immanuel Quickley,Raptors,Guard,6-2,190,74,190.0
1631311,Lester Quinones,Magic,Guard,6-4,208,76,208.0
203944,Julius Randle,Timberwolves,Forward-Center,6-9,250,81,250.0
1641871,Duop Reath,Trail Blazers,Center,6-9,245,81,245.0
1630559,Austin Reaves,Lakers,Guard,6-5,197,77,197.0
1629629,Cam Reddish,,Forward-Guard,6-7,217,79,217.0
1630194,Paul Reed,Pistons,Forward,6-9,210,81,210.0
1642024,Alex Reese,76ers,Forward-Center,6-9,245,81,245.0
1641810,Antonio Reeves,Hornets,Guard,6-5,205,77,205.0
1629675,Naz Reid,Timberwolves,Center-Forward,6-9,264,81,264.0
1631197,Jared Rhoden,Raptors,Guard,6-5,210,77,210.0
1630208,Nick Richards,Suns,Center,6-11,245,83,245.0
1626196,Josh Richardson,,Guard,6-5,200,77,200.0
1642258,Zaccharie Risacher,Hawks,Forward,6-8,200,80,200.0
1641857,Liam Robbins,,Center,7-0,250,84,250.0
1629130,Duncan Robinson,Pistons,Forward,6-7,215,79,215.0
1629011,Mitchell Robinson,Knicks,Center-Forward,7-0,240,84,240.0
1631115,Orlando Robinson,Magic,Center,6-10,235,82,235.0
1630526,Jeremiah Robinson-Earl,Mavericks,Forward,6-9,240,81,240.0
1631223,David Roddy,Raptors,Forward,6-5,255,77,255.0
1631157,Ryan Rollins,Bucks,Guard,6-3,180,75,180.0
1642050,Jackson Rowe,Warriors,Forward,6-7,210,79,210.0
1626179,Terry Rozier,Heat,Guard,6-1,190,73,190.0
1641712,Rayan Rupert,Trail Blazers,Guard-Forward,6-6,205,78,205.0
1626156,D'Angelo Russell,Mavericks,Guard,6-3,193,75,193.0
1630346,Matt Ryan,Knicks,Forward,6-6,215,78,215.0
1627734,Domantas Sabonis,Kings,Forward-Center,6-10,240,82,240.0
1642275,Tidjane Salaün,Hornets,Forward,6-8,207,80,207.0
1641766,Adama Sanogo,,Forward,6-9,245,81,245.0
1630611,Gui Santos,Warriors,Forward,6-6,185,78,185.0
1642259,Alex Sarr,Wizards,Center,7-0,205,84,205.0
1631204,Marcus Sasser,Pistons,Guard,6-1,195,73,195.0
1631248,Baylor Scheierman,Celtics,Guard,6-6,205,78,205.0
203471,Dennis Schröder,Kings,Guard,6-1,175,73,175.0
1630578,Alperen Sengun,Rockets,Center,6-11,243,83,243.0
1641729,Brice Sensabaugh,Jazz,Forward,6-6,235,78,235.0
1629012,Collin Sexton,Hornets,Guard,6-3,190,75,190.0
1629013,Landry Shamet,Knicks,Guard,6-5,190,77,190.0
1630545,Terrence Shannon Jr.,Timberwolves,Guard-Forward,6-6,215,78,215.0
1630549,Day'Ron Sharpe,Nets,Center,6-10,265,82,265.0
1631101,Shaedon Sharpe,Trail Blazers,Guard,6-5,210,77,210.0
1642347,Jamal Shead,Raptors,Guard,6-1,200,73,200.0
1641767,Ben Sheppard,Pacers,Guard,6-6,190,78,190.0
1642263,Reed Sheppard,Rockets,Guard,6-2,185,74,185.0
1627783,Pascal Siakam,Pacers,Forward,6-8,245,80,245.0
1627732,Ben Simmons,Clippers,Guard-Forward,6-10,240,82,240.0
1629014,Anfernee Simons,Celtics,Guard,6-3,200,75,200.0
1642354,KJ Simpson,Hornets,Guard,6-0,189,72,189.0
1631301,Jaylen Sims,,Guard,6-6,210,78,210.0
1630579,Jericho Sims,Bucks,Center,6-10,250,82,250.0
203935,Marcus Smart,Lakers,Guard,6-3,220,75,220.0
1630696,Dru Smith,Heat,Guard,6-2,203,74,203.0
1630188,Jalen Smith,Bulls,Forward-Center,6-9,215,81,215.0
1642449,Tolu Smith,Pistons,Forward,6-11,,83,
1641890,Tyler Smith,Bucks,Forward,6-9,224,81,224.0
1631095,Jabari Smith Jr.,Rockets,Forward,6-10,220,82,220.0
1641733,Nick Smith Jr.,Lakers,Guard,6-2,185,74,185.0
1631110,Jeremy Sochan,Spurs,Forward,6-8,230,80,230.0
1642285,Cam Spencer,Grizzlies,Guard,6-4,205,76,205.0
1630311,Pat Spencer,Warriors,Guard,6-3,205,75,205.0
1630531,Jaden Springer,Pelicans,Guard,6-4,202,76,202.0
1641815,Isaiah Stevens,Kings,Guard,6-0,185,72,185.0
1630205,Lamar Stevens,Grizzlies,Forward,6-7,230,79,230.0
1630191,Isaiah Stewart,Pistons,Forward-Center,6-8,250,80,250.0
1631124,Julian Strawther,Nuggets,Guard,6-6,205,78,205.0
1629622,Max Strus,Cavaliers,Guard-Forward,6-5,215,77,215.0
1630591,Jalen Suggs,Magic,Guard,6-5,205,77,205.0
1631306,Cole Swider,,Forward,6-8,220,80,220.0
1630256,Jae'Sean Tate,Rockets,Forward,6-4,230,76,230.0
1628369,Jayson Tatum,Celtics,Forward-Guard,6-8,210,80,210.0
1630678,Terry Taylor,,Forward,6-4,230,76,230.0
202066,Garrett Temple,Raptors,Guard-Forward,6-5,195,77,195.0
1631207,Dalen Terry,Bulls,Forward,6-7,195,79,195.0
1628464,Daniel Theis,,Forward-Center,6-8,245,80,245.0
1630560,Cam Thomas,Nets,Guard,6-3,210,75,210.0
1641708,Amen Thompson,Rockets,Guard-Forward,6-7,200,79,200.0
1641709,Ausar Thompson,Pistons,Guard-Forward,6-7,205,79,205.0
202691,Klay Thompson,Mavericks,Guard,6-5,220,77,220.0
202684,Tristan Thompson,Cavaliers,Center-Forward,6-9,254,81,254.0
1630550,JT Thor,Wizards,Forward,6-9,203,81,203.0
1629680,Matisse Thybulle,Trail Blazers,Guard-Forward,6-5,202,77,202.0
1630214,Xavier Tillman,Celtics,Forward,6-7,245,79,245.0
1631166,Drew Timme,Nets,Forward,6-10,235,82,235.0
1641772,Nae'Qwan Tomlin,Cavaliers,Forward,6-10,210,82,210.0
1631210,Jacob Toppin,Hawks,Forward,6-8,200,80,200.0
1630167,Obi Toppin,Pacers,Forward,6-9,220,81,220.0
1626157,Karl-Anthony Towns,Knicks,Center-Forward,7-0,248,84,248.0
1642422,Armel Traoré,,Forward,6-9,245,81,245.0
1631247,Luke Travers,Cavaliers,Forward,6-7,207,79,207.0
1629018,Gary Trent Jr.,Bucks,Guard,6-5,204,77,204.0
1631131,Oscar Tshiebwe,Jazz,Forward-Center,6-8,255,80,255.0
200782,P.J. Tucker,Knicks,Forward,6-5,245,77,245.0
1626167,Myles Turner,Bucks,Center-Forward,6-11,250,83,250.0
1641816,Hunter Tyson,Nuggets,Forward,6-8,215,80,215.0
1642281,Jaylon Tyson,Cavaliers,Guard-Forward,6-6,215,78,215.0
1630649,Stanley Umude,Spurs,Guard,6-6,210,78,210.0
202685,Jonas Valančiūnas,Nuggets,Center,6-11,265,83,265.0
1627832,Fred VanVleet,Rockets,Guard,6-0,197,72,197.0
1629020,Jarred Vanderbilt,Lakers,Forward,6-8,214,80,214.0
1630170,Devin Vassell,Spurs,Guard-Forward,6-5,200,77,200.0
1629216,Gabe Vincent,Lakers,Guard,6-2,200,74,200.0
1641774,Tristan Vukcevic,Wizards,Forward,7-0,220,84,220.0
202696,Nikola Vučević,Bulls,Center,6-10,260,82,260.0
1629731,Dean Wade,Cavaliers,Forward-Center,6-9,228,81,228.0
1630532,Franz Wagner,Magic,Forward,6-10,220,82,220.0
1629021,Moritz Wagner,Magic,Forward-Center,6-11,245,83,245.0
1631133,Jabari Walker,76ers,Forward,6-7,237,79,237.0
1641716,Jarace Walker,Pacers,Forward,6-7,235,79,235.0
1629022,Lonnie Walker IV,76ers,Guard-Forward,6-4,204,76,204.0
1641717,Cason Wallace,Thunder,Guard,6-3,195,75,195.0
1630811,Keaton Wallace,Hawks,Guard,6-3,185,75,185.0
1641775,Jordan Walsh,Celtics,Guard,6-6,205,78,205.0
1642266,Ja'Kobe Walter,Raptors,Guard,6-4,180,76,180.0
1642276,Kel'el Ware,Heat,Center,7-0,230,84,230.0
1629023,P.J. Washington,Mavericks,Forward,6-7,230,79,230.0
1631102,TyTy Washington Jr.,Clippers,Guard,6-3,195,75,195.0
1630322,Lindy Waters III,Spurs,Forward,6-5,210,77,210.0
1630570,Trendon Watford,76ers,Guard-Forward,6-8,237,80,237.0
1641817,Anton Watson,Lakers,Forward,6-8,225,80,225.0
1631212,Peyton Watson,Nuggets,Guard,6-7,200,79,200.0
1642377,Jaylen Wells,Grizzlies,Forward,6-8,,80,
1641705,Victor Wembanyama,Spurs,Forward-Center,7-5,235,89,235.0
1631104,Blake Wesley,Trail Blazers,Guard,6-3,190,75,190.0
201566,Russell Westbrook,Nuggets,Guard,6-4,200,76,200.0
1630762,Phillip Wheeler,,Forward,6-8,185,80,185.0
1629632,Coby White,Bulls,Guard,6-5,195,77,195.0
1628401,Derrick White,Celtics,Guard,6-4,190,76,190.0
1641727,Dariq Whitehead,Nets,Guard-Forward,6-6,220,78,220.0
1641715,Cam Whitmore,Wizards,Forward,6-6,230,78,230.0
1630598,Aaron Wiggins,Thunder,Guard,6-5,190,77,190.0
203952,Andrew Wiggins,Heat,Forward,6-6,197,78,197.0
1631214,Alondes Williams,Wizards,Guard,6-4,210,76,210.0
1630314,Brandon Williams,Mavericks,Guard,6-1,190,73,190.0
1642262,Cody Williams,Jazz,Forward,6-8,190,80,190.0
1629684,Grant Williams,Hornets,Forward,6-6,236,78,236.0
1631114,Jalen Williams,Thunder,Guard-Forward,6-5,211,77,211.0
1631119,Jaylin Williams,Thunder,Forward,6-9,240,81,240.0
1629026,Kenrich Williams,Thunder,Guard-Forward,6-6,210,78,210.0
1631109,Mark Williams,Suns,Center,7-1,240,85,240.0
1631466,Nate Williams,Lakers,Guard,6-5,205,77,205.0
1630172,Patrick Williams,Bulls,Forward,6-7,215,79,215.0
1630533,Ziaire Williams,Nets,Forward,6-9,185,81,185.0
1629057,Robert Williams III,Trail Blazers,Center-Forward,6-9,249,81,249.0
1631246,Vince Williams Jr.,Grizzlies,Guard,6-4,205,76,205.0
1629627,Zion Williamson,Pelicans,Forward,6-6,284,78,284.0
1630592,Jalen Wilson,Nets,Forward,6-6,220,78,220.0
1630164,James Wiseman,Pacers,Center,6-11,240,83,240.0
1631209,Isaiah Wong,,Guard,6-3,185,75,185.0
1626153,Delon Wright,Knicks,Guard,6-5,185,77,185.0
1627824,Guerschon Yabusele,Knicks,Forward,6-7,265,79,265.0
1642443,Jahmir Young,Heat,Guard,6-0,185,72,185.0
1629027,Trae Young,Hawks,Guard,6-1,164,73,164.0
1627826,Ivica Zubac,Clippers,Center,7-0,240,84,240.0
1641783,Tristan da Silva,Magic,Forward,6-8,217,80,217.0
1628427,Vlatko Čančar,Nuggets,Forward,6-8,236,80,236.0
203967,Dario Šarić,Kings,Forward-Center,6-10,225,82,225.0
