,Year,Player,HEIGHT,WEIGHT,POSITION,bSPARQ,NBA %
547,2016,Pascal Siakam,6' 8.25'',226.6,BIG,91.29,59.20%
548,2016,Patrick McCaw,6' 5.25'',180.8,COMBO G,76.08,31.80%
549,2016,Perry Ellis,6' 7'',217.8,BIG,91.79,61.70%
550,2016,Ron Baker,6' 3.25'',212.4,WING,85.77,60.80%
551,2016,Stephen Zimmerman,6' 10.25'',234,BIG,83.02,19.90%
552,2016,Taurean Prince,6' 6.5'',220.2,WING,96.9,96.00%
553,2016,Thon Maker,6' 11.75'',216,BIG,91.1,58.20%
554,2016,Troy Williams,6' 5.75'',217.8,WING,87.48,69.20%
555,2016,Tyler Ulis,5' 8.75'',149.2,PG,70.11,14.90%
556,2016,Wade Baldwin IV,6' 2.5'',201.8,PG,87.62,95.90%
557,2016,Zhou Qi,7' 1.25'',218.2,BIG,90.62,55.70%
558,2015,Alan Williams,6' 7.25'',261.4,BIG,89.11,47.90%
559,2015,Andrew Harrison,6' 4.5'',213.2,PG,78.6,61.90%
560,2015,Anthony Brown,6' 5.75'',211,WING,80.16,31.90%
561,2015,Bobby Portis,6' 9.5'',246.2,BIG,83.85,23.10%
562,2015,Branden Dawson,6' 5.5'',230.2,BIG,87.91,41.70%
563,2015,Brandon Ashley,6' 7.25'',228,BIG,93.99,72.00%
564,2015,Cameron Payne,6' 0.75'',182.8,PG,76.32,47.70%
565,2015,Chasson Randle,6' 0.25'',178.8,PG,81.74,78.90%
566,2015,Chris Walker,6' 8.75'',208,BIG,85.41,29.70%
567,2015,Corey Hawkins,6' 0.75'',191.8,COMBO G,76.68,34.50%
568,2015,Dakari Johnson,6' 11'',264.6,BIG,81.94,16.30%
569,2015,Delon Wright,6' 4.25'',181.4,PG,75.33,41.50%
570,2015,Devin Booker,6' 4.5'',205.8,WING,78.69,25.30%
571,2015,Dez Wells,6' 3'',208.8,WING,87.9,71.20%
572,2015,J.P. Tokoto,6' 5.25'',195.8,WING,89.46,77.80%
573,2015,Jarell Martin,6' 8'',238.6,BIG,90.35,54.30%
574,2015,Jonathan Holmes,6' 8.25'',242.2,COMBO F,84.09,32.90%
575,2015,Jordan Mickey,6' 7'',238,BIG,100.8,92.90%
576,2015,Justin Anderson,6' 5.25'',230.6,WING,109.92,100.00%
577,2015,Keifer Sykes,5' 10.5'',167.2,PG,78.69,62.50%
578,2015,Kelly Oubre,6' 5.75'',202.8,WING,91.85,86.00%
579,2015,Larry Nance,6' 7.5'',226.6,BIG,87.99,42.10%
580,2015,Marcus Thornton,6' 1.75'',177.4,COMBO G,83.04,66.20%
581,2015,Michael Frazier II,6' 3.75'',199.4,WING,75.85,14.90%
582,2015,Michael Qualls,6' 4'',201.4,WING,90.51,81.70%
583,2015,Norman Powell,6' 3'',215.4,WING,92.24,87.20%
584,2015,Olivier Hanlan,6' 3.25'',185.8,COMBO G,73.93,22.60%
585,2015,Pat Connaughton,6' 4'',215,WING,102.79,99.40%
586,2015,Quinn Cook,6' 0.25'',179,PG,65.77,4.20%
587,2015,R.J. Hunter,6' 4.5'',185,WING,72.73,7.20%
588,2015,Rakeem Christmas,6' 8.25'',242.6,BIG,92.64,65.80%
589,2015,Rashad Vaughn,6' 3.75'',198.6,WING,77.59,20.90%
590,2015,Richaun Holmes,6' 8.25'',242.8,BIG,101.26,93.70%
591,2015,Rondae Hollis-Jefferson,6' 5.5'',210.8,WING,89.48,77.90%
592,2015,Ryan Boatright,5' 10'',169.6,PG,76.17,46.80%
593,2015,Sam Dekker,6' 7.75'',218.6,WING,77.93,22.20%
594,2015,Terran Petteway,6' 4.75'',209.2,WING,74.4,10.80%
595,2015,Terry Rozier,6' 0.5'',190.2,COMBO G,84.77,73.90%
596,2015,TJ McConnell,6' 0.5'',187.8,PG,70.79,17.50%
597,2015,Treveon Graham,6' 4'',219.4,WING,84.68,55.20%
598,2015,Tyler Harvey,6' 2.75'',181.4,WING,69,2.50%
599,2015,Tyus Jones,6' 0.5'',184.6,PG,70.83,17.70%
600,2015,Vince Hunter,6' 6.75'',208.4,BIG,91.84,61.90%
601,2014,Aaron Craft,6' 0.75'',191.6,PG,77.53,55.30%
602,2014,Aaron Gordon,6' 7.5'',220.1,BIG,93.69,70.60%
603,2014,Alec Brown,7' 0.25'',231.2,BIG,84.52,25.80%
604,2014,Alex Kirk,6' 9.25'',252,BIG,94.16,72.80%
605,2014,C.J. Fair,6' 6.5'',218.1,WING,81.08,36.40%
606,2014,C.J. Wilcox,6' 3.5'',201,WING,84.29,53.10%
607,2014,Cameron Bairstow,6' 8.75'',252.4,BIG,100.63,92.60%
608,2014,Cleanthony Early,6' 6'',209.4,WING,93.2,89.60%
609,2014,Cory Jefferson,6' 7.75'',218.4,BIG,94.11,72.50%
610,2014,Dante Exum,6' 4.5'',196.3,WING,83.73,50.20%
611,2014,DeAndre Daniels,6' 7.25'',196,WING,73.83,9.50%
612,2014,Deonte Burton,6' 0'',192.8,PG,77.96,58.00%
613,2014,Devyn Marble,6' 5'',192.4,WING,77.74,21.40%
614,2014,Doug McDermott,6' 6.25'',218,WING,84.32,53.30%
615,2014,Dwight Powell,6' 9.5'',234.4,BIG,89.02,47.40%
616,2014,Elfrid Payton,6' 2.5'',185.4,PG,80.25,71.40%
617,2014,Glenn Robinson III,6' 5.5'',211.4,WING,99.23,98.00%
618,2014,Jabari Brown,6' 3'',201.9,WING,78.54,24.70%
619,2014,James McAdoo,6' 7.5'',227.6,BIG,89.34,49.10%
620,2014,Jarnell Stokes,6' 7'',262.8,BIG,103.97,97.00%
621,2014,Joe Harris,6' 4.75'',215,WING,83.42,48.50%
622,2014,Johnny O?Bryant III,6' 7.25'',256.8,BIG,102.05,94.90%
623,2014,Jordan Adams,6' 3.5'',208.8,WING,73.19,8.10%
624,2014,Jordan Bachynski,7' 1.25'',254.1,BIG,95.94,79.80%
625,2014,Jordan Clarkson,6' 3.25'',186.3,PG,83.35,85.50%
626,2014,Jordan McRae,6' 3.75'',179.4,WING,71.21,4.90%
627,2014,Julius Randle,6' 7.75'',249.7,BIG,94.81,75.50%
628,2014,K.J. McDaniels,6' 4.5'',195.6,WING,86.45,64.30%
629,2014,Khem Birch,6' 7.5'',208.8,BIG,85.68,30.90%
630,2014,Lamar Patterson,6' 4'',226,WING,84.35,53.50%
631,2014,LaQuinton Ross,6' 6.5'',238.7,WING,81.97,40.90%
632,2014,Marcus Smart,6' 2'',227.2,PG,97.21,99.90%
633,2014,Markel Brown,6' 2.5'',184.4,WING,89.23,76.90%
634,2014,Melvin Ejim,6' 5.25'',218.5,WING,86.61,65.00%
635,2014,Nick Johnson,6' 1.5'',198,WING,88.35,73.20%
636,2014,Nik Stauskas,6' 5.25'',206.9,WING,82.09,41.60%
637,2014,Noah Vonleh,6' 8'',247.1,BIG,98.97,89.10%
638,2014,P.J. Hairston,6' 4.25'',228.8,WING,95.45,94.10%
639,2014,Patric Young,6' 8.5'',246.8,BIG,101.29,93.70%
640,2014,Rodney Hood,6' 7.25'',208.2,WING,82.43,43.30%
641,2014,Russ Smith,5' 11.5'',160,PG,68.9,10.90%
642,2014,Semaj Christon,6' 1.5'',186,PG,78.69,62.50%
643,2014,Shabazz Napier,5' 11'',175.2,PG,75.31,41.40%
644,2014,T.J. Warren,6' 7'',220.2,WING,81.6,39.00%
645,2014,Thanasis Antetokounmpo,6' 5.25'',205.2,WING,86.71,65.50%
646,2014,Tyler Ennis,6' 1'',181.5,PG,74.51,36.60%
647,2014,Xavier Thames,6' 2.25'',187,PG,76.11,46.40%
648,2014,Zach LaVine,6' 4.5'',180.9,PG,82.42,81.80%
649,2013,Adonis Thomas,6' 4.75'',231.8,WING,102.22,99.30%
650,2013,Allen Crabbe,6' 5.25'',197.4,WING,82.16,41.90%
651,2013,Andre Roberson,6' 6.25'',205.8,COMBO F,83.8,31.50%
652,2013,Archie Goodwin,6' 3.75'',189,WING,78.64,25.10%
653,2013,Ben McLemore,6' 3.5'',189.2,WING,83.46,48.70%
654,2013,Brandon Davies,6' 8.5'',241.8,BIG,85.15,28.50%
655,2013,Brandon Paul,6' 2.75'',201,WING,89.36,77.40%
656,2013,Carrick Felix,6' 4.75'',202.6,WING,86.87,66.30%
657,2013,CJ Leslie,6' 7.5'',209.2,COMBO F,89.99,64.40%
658,2013,CJ McCollum,6' 2.25'',197,COMBO G,85.05,75.10%
659,2013,Cody Zeller,6' 10.75'',230,BIG,103.78,96.80%
660,2013,Colton Iverson,6' 10.5'',262.8,BIG,92.06,63.00%
661,2013,Dennis Schroder,6' 1'',164.8,PG,71.18,19.20%
662,2013,Deshaun Thomas,6' 5'',219.8,WING,84.77,55.60%
663,2013,Dewayne Dedmon,6' 10'',238.8,BIG,89.11,47.90%
664,2013,Erik Murphy,6' 8.75'',239.8,BIG,81.02,13.50%
665,2013,Glen Rice,6' 4.5'',210.8,WING,91.66,85.50%
666,2013,Grant Jerrett,6' 8.75'',232,BIG,88.37,44.10%
667,2013,Isaiah Canaan,5' 11'',188.4,PG,84.21,88.40%
668,2013,Jackie Carmichael,6' 7.5'',241.2,BIG,94.65,74.80%
669,2013,James Ennis,6' 5.75'',200.8,WING,81.22,37.10%
670,2013,James Southerland,6' 7'',220.6,COMBO F,86.08,43.30%
671,2013,Jeff Withey,6' 10.75'',221.8,BIG,80.81,12.90%
672,2013,Kelly Olynyk,6' 10.75'',234,BIG,79.57,9.80%
673,2013,Kenny Kadji,6' 8.75'',241.6,BIG,104.42,97.40%
674,2013,Kentavious Caldwell-Pope,6' 4.5'',203.6,WING,81.1,36.50%
675,2013,Lorenzo Brown,6' 4'',189.2,PG,74.89,38.80%
676,2013,Mason Plumlee,6' 11.25'',238.2,BIG,94.91,75.90%
677,2013,Michael Carter-Williams,6' 4.75'',184.4,PG,80.01,70.10%
678,2013,Mike Muscala,6' 10.25'',230.2,BIG,86.65,35.50%
679,2013,Myck Kabongo,6' 1.25'',180.4,PG,71.48,20.50%
680,2013,Norvel Pelle,6' 9.5'',207.2,BIG,86.18,33.20%
681,2013,Otto Porter,6' 7.5'',197.6,WING,75.27,13.20%
682,2013,Peyton Siva,5' 11.5'',180.6,PG,82.48,82.10%
683,2013,Phil Pressey,5' 9.5'',177,PG,80.32,71.80%
684,2013,Ray McCallum,6' 0.25'',191.4,PG,80.47,72.60%
685,2013,Reggie Bullock,6' 5.75'',199.8,WING,83.87,50.90%
686,2013,Ricky Ledo,6' 4.75'',197.2,WING,75.27,13.10%
687,2013,Robert Covington,6' 6.25'',208.6,COMBO F,83.53,30.10%
688,2013,Rudy Gobert,7' 0.5'',237.6,BIG,81.6,15.20%
689,2013,Shabazz Muhammad,6' 4.75'',221.8,WING,87.68,70.20%
690,2013,Shane Larkin,5' 10.25'',170.8,PG,80.8,74.30%
691,2013,Solomon Hill,6' 5.5'',226,WING,88.91,75.50%
692,2013,Steven Adams,6' 10.75'',254.5,BIG,94.92,75.90%
693,2013,Tim Hardaway Jr.,6' 4.5'',199.4,WING,84.81,55.80%
694,2013,Tony Mitchell,6' 7.5'',236.4,COMBO F,101.47,97.40%
695,2013,Tony Snell,6' 6'',198.2,WING,81.38,37.90%
696,2013,Trevor Mbakwe,6' 6.75'',235.8,BIG,93.02,67.60%
697,2013,Trey Burke,5' 11.75'',187,PG,77.17,53.10%
698,2013,Vander Blue,6' 3.5'',197.4,WING,77.38,20.10%
699,2013,Victor Oladipo,6' 3.25'',213.2,WING,92.51,87.90%
700,2013,Will Clyburn,6' 5.75'',210.4,WING,80.96,35.80%
701,2012,Andre Drummond,6' 9.75'',278.6,BIG,110.34,99.70%
702,2012,Andrew Nicholson,6' 8.5'',234,BIG,88.86,46.60%
703,2012,Arnett Moultrie,6' 9.5'',232.8,BIG,100.13,91.60%
704,2012,Austin Rivers,6' 3.5'',202.8,COMBO G,87.9,85.10%
705,2012,Bernard James,6' 8.75'',229.8,BIG,91.08,58.10%
706,2012,Bradley Beal,6' 3.25'',201.8,WING,88.65,74.50%
707,2012,Damian Lillard,6' 1.75'',188.8,PG,87.03,95.00%
708,2012,Darius Johnson-Odom,6' 1.5'',212,WING,93.15,89.50%
709,2012,Darius Miller,6' 6'',233.4,WING,99.27,98.10%
710,2012,Doron Lamb,6' 3.25'',199.4,COMBO G,79.83,50.30%
711,2012,Draymond Green,6' 5.75'',235.6,COMBO F,88.24,55.10%
712,2012,Drew Gordon,6' 8'',239,BIG,91.6,60.70%
713,2012,Fab Melo,6' 10.75'',255,BIG,97.58,85.30%
714,2012,Festus Ezeli,6' 9.75'',264.2,BIG,112.22,99.80%
715,2012,Harrison Barnes,6' 7'',227.8,WING,108.67,100.00%
716,2012,Henry Sims,6' 10'',241.2,BIG,86.12,32.90%
717,2012,Hollis Thompson,6' 6.75'',206,WING,80.77,34.90%
718,2012,J'Covan Brown,6' 1'',202.4,PG,74.65,37.40%
719,2012,Jae Crowder,6' 4.75'',241.2,WING,97.1,96.20%
720,2012,JaMychal Green,6' 8'',217.4,BIG,86.17,33.20%
721,2012,Jared Sullinger,6' 7.75'',268.2,BIG,101.67,94.30%
722,2012,Jeff Taylor,6' 6'',212.8,WING,93.46,90.30%
723,2012,Jeremy Lamb,6' 4'',179.2,WING,78.28,23.60%
724,2012,John Jenkins,6' 3.25'',212,WING,86.73,65.60%
725,2012,Jordan Taylor,6' 1'',192.8,PG,85.59,92.10%
726,2012,Kendall Marshall,6' 3.25'',198.4,PG,83.5,86.00%
727,2012,Kevin Jones,6' 6.25'',251.2,BIG,91.49,60.10%
728,2012,Kevin Murphy,6' 5'',194,WING,82.03,41.20%
729,2012,Khris Middleton,6' 6.75'',216.2,WING,82.6,44.20%
730,2012,Kim English,6' 4.5'',192,WING,77.58,20.80%
731,2012,Kyle O'Quinn,6' 8.5'',240.8,BIG,98.06,86.70%
732,2012,Marcus Denmon,6' 2.25'',188.2,WING,84.96,56.60%
733,2012,Marquis Teague,6' 1'',179.8,PG,80.31,71.80%
734,2012,Maurice Harkless,6' 7.25'',206.6,WING,89.07,76.20%
735,2012,Meyers Leonard,6' 11.75'',249.8,BIG,97.22,84.20%
736,2012,Michael Kidd-Gilchrist,6' 5.75'',232.8,WING,96.78,95.90%
737,2012,Mike Scott,6' 7.25'',240.8,BIG,87.29,38.70%
738,2012,Miles Plumlee,6' 10.5'',252.4,BIG,108.2,99.20%
739,2012,Orlando Johnson,6' 3.75'',223.8,WING,93.79,91.00%
740,2012,Perry Jones,6' 10.25'',233.8,COMBO F,99.33,95.10%
741,2012,Quincy Acy,6' 6.5'',223.8,BIG,93.75,70.90%
742,2012,Quincy Miller,6' 8.75'',218.7,WING,88.76,74.90%
743,2012,Robbie Hummel,6' 7.25'',218,WING,81.99,41.00%
744,2012,Scott Machado,6' 1'',205.8,PG,77.6,55.80%
745,2012,Terrence Jones,6' 8.25'',252,COMBO F,96.75,90.30%
746,2012,Terrence Ross,6' 6'',196.6,WING,82.88,45.70%
747,2012,Thomas Robinson,6' 7.75'',244.2,BIG,91.94,62.40%
748,2012,Tony Mitchell,6' 5.25'',216.4,WING,90.32,81.00%
749,2012,Tony Wroten,6' 4.75'',203.2,PG,82.94,83.90%
750,2012,Tu Holloway,5' 10.5'',186.8,PG,74.24,35.00%
751,2012,Tyler Zeller,6' 11.25'',247.4,BIG,96.47,81.70%
752,2012,Tyshawn Taylor,6' 2.75'',177,PG,78.43,61.00%
753,2012,Will Barton,6' 5'',174.4,WING,74.09,10.10%
754,2012,William Buford,6' 4'',214.6,WING,81.12,36.60%
755,2011,Alec Burks,6' 5'',192.6,WING,77.76,21.50%
756,2011,Andrew Goudelock,6' 1.25'',197.6,PG,86.25,93.50%
757,2011,Brandon Knight,6' 1.5'',176.8,PG,73.12,28.70%
758,2011,Chandler Parsons,6' 8.75'',221.2,WING,78.54,24.70%
759,2011,Charles Jenkins,6' 1.5'',216.4,COMBO G,85.96,78.60%
760,2011,Chris Singleton,6' 7.75'',230.2,WING,92.4,87.60%
761,2011,Cory Joseph,6' 2'',186.2,PG,73.18,29.00%
762,2011,Darius Morris,6' 3.25'',190,COMBO G,68.5,7.40%
763,2011,David Lighty,6' 4.75'',216.2,WING,83.71,50.00%
764,2011,Demetri McCamey,6' 1.75'',204,PG,77.15,52.90%
765,2011,Derrick Williams,6' 7.25'',248.4,COMBO F,94.45,83.70%
766,2011,E'Twaun Moore,6' 2.5'',191.4,WING,83.17,47.20%
767,2011,Enes Kanter,6' 9.75'',259.2,BIG,89.84,51.70%
768,2011,Gregory Smith,6' 8'',252.8,BIG,96.99,83.50%
769,2011,Iman Shumpert,6' 4.25'',221.8,COMBO G,103.14,99.90%
770,2011,Isaiah Thomas,5' 8.75'',186,PG,80.62,73.40%
771,2011,JaJuan Johnson,6' 9'',219.8,BIG,95.71,79.00%
772,2011,James Fredette,6' 0.75'',196,PG,76.89,51.30%
773,2011,Jamie Skeen,6' 6.5'',241.6,BIG,85.1,28.30%
774,2011,Jereme Richmond,6' 6'',207.2,WING,78.02,22.60%
775,2011,Jeremy Tyler,6' 9'',262.4,BIG,96,80.10%
776,2011,Jimmy Butler,6' 6'',222.2,WING,93.33,90.00%
777,2011,Jon Diebler,6' 5.25'',196.6,WING,77.04,18.80%
778,2011,Jon Leuer,6' 10'',223.2,BIG,87.94,41.90%
779,2011,Jordan Hamilton,6' 6.75'',228.4,WING,79.33,28.10%
780,2011,Jordan Williams,6' 7.75'',247.2,BIG,84.17,24.40%
781,2011,Josh Selby,6' 1.75'',194.6,COMBO G,79.51,48.60%
782,2011,Justin Harper,6' 8'',228,COMBO F,87.17,49.20%
783,2011,Kawhi Leonard,6' 6'',227.4,WING,80.17,32.00%
784,2011,Keith Benson,6' 10'',217,BIG,90.39,54.60%
785,2011,Kemba Walker,5' 11.5'',184,PG,80.82,74.40%
786,2011,Kenneth Faried,6' 6'',224.6,BIG,90.71,56.20%
787,2011,Klay Thompson,6' 5.75'',205.6,WING,76.5,16.90%
788,2011,Kyle Singler,6' 7.5'',228,WING,74.64,11.40%
789,2011,LaceDarius Dunn,6' 3'',187.8,WING,71.66,5.50%
790,2011,Malcolm Lee,6' 4'',198.2,WING,81.45,38.30%
791,2011,Malcolm Thomas,6' 7.5'',223,BIG,93.52,69.90%
792,2011,Marshon Brooks,6' 4.25'',194.6,WING,88.06,71.90%
793,2011,Michael Dunigan,6' 8.5'',237.6,BIG,92.31,64.20%
794,2011,Nikola Vucevic,6' 10.25'',259.8,BIG,83.45,21.60%
795,2011,Nolan Smith,6' 1.5'',187.6,PG,75.41,42.00%
796,2011,Norris Cole,6' 0.25'',174.4,PG,73.32,29.70%
797,2011,Rick Jackson,6' 8.25'',241.8,BIG,91.16,58.50%
798,2011,Scotty Hopson,6' 5.75'',204.6,WING,88.49,73.80%
799,2011,Shelvin Mack,6' 1'',209,PG,88.99,97.40%
800,2011,Tobias Harris,6' 6.5'',222.8,COMBO F,92.36,75.60%
801,2011,Travis Leslie,6' 3'',205,WING,89.76,79.00%
802,2011,Trey Thompkins,6' 8.5'',239,BIG,87.97,42.10%
803,2011,Tristan Thompson,6' 7.5'',227.4,BIG,90.45,54.90%
804,2011,Tyler Honeycutt,6' 6.75'',186.8,WING,77.93,22.20%
805,2010,Al-Farouq Aminu,6' 7.25'',216,WING,80.43,33.20%
806,2010,Andy Rautins,6' 4.25'',191.6,WING,66.95,1.30%
807,2010,Armon Johnson,6' 2'',195.2,COMBO G,83.54,68.60%
808,2010,Artsiom Parakhouski,6' 10.25'',268.2,BIG,90.82,56.80%
809,2010,Avery Bradley,6' 2'',180.4,COMBO G,78.71,44.60%
810,2010,Charles Garcia,6' 8.25'',231.6,WING,78.96,26.40%
811,2010,Cole Aldrich,6' 9'',236,BIG,76.54,4.60%
812,2010,Craig Brackins,6' 8.5'',229,COMBO F,81.83,22.60%
813,2010,Damion James,6' 6.25'',226.6,WING,87.89,71.10%
814,2010,Daniel Orton,6' 8.75'',269.2,BIG,87.17,38.00%
815,2010,Darington Hobson,6' 5.25'',203.6,WING,81.07,36.40%
816,2010,DeMarcus Cousins,6' 9.5'',291.8,BIG,91.27,59.00%
817,2010,Derrick Caracter,6' 8.25'',280,BIG,92.65,65.80%
818,2010,Derrick Favors,6' 8.75'',245.2,BIG,99.55,90.40%
819,2010,Devin Ebanks,6' 7'',207.8,WING,70.89,4.40%
820,2010,Dominique Jones,6' 3.25'',216,WING,78.31,23.70%
821,2010,Ed Davis,6' 9'',226.6,BIG,92.43,64.80%
822,2010,Ekpe Udoh,6' 8.75'',237.4,BIG,95.77,79.20%
823,2010,Evan Turner,6' 5.75'',213.8,WING,80.97,35.80%
824,2010,Gani Lawal,6' 7.5'',233.4,BIG,85.27,29.10%
825,2010,Gordon Hayward,6' 6.75'',211,WING,86.45,64.20%
826,2010,Greg Monroe,6' 9.75'',246.6,BIG,83.92,23.40%
827,2010,Hassan Whiteside,6' 10.5'',226.6,BIG,83.26,20.80%
828,2010,James Anderson,6' 4.75'',207.6,WING,84.39,53.60%
829,2010,Jarvis Varnado,6' 8.25'',210.2,BIG,83.94,23.40%
830,2010,John Wall,6' 2.75'',195.6,PG,80.71,73.80%
831,2010,Jordan Crawford,6' 3'',198.4,WING,84.52,54.30%
832,2010,Keith Gallon,6' 8.5'',301.8,BIG,93.79,71.10%
833,2010,Lance Stephenson,6' 4.5'',227,WING,83.54,49.10%
834,2010,Larry Sanders,6' 9.25'',222.4,BIG,78.75,8.10%
835,2010,Lazar Hayward,6' 4.5'',225.8,WING,92.18,87.00%
836,2010,Luke Babbitt,6' 7.5'',217.8,COMBO F,86.42,45.10%
837,2010,Luke Harangody,6' 6'',240.2,BIG,79.96,10.70%
838,2010,Mikhail Torrance,6' 4'',208.8,PG,70.18,15.20%
839,2010,Patrick Patterson,6' 8'',239.6,BIG,90.55,55.40%
840,2010,Ryan Richards,6' 10.5'',230.2,BIG,79.74,10.20%
841,2010,Sherron Collins,5' 10.25'',217.2,PG,81.97,79.90%
842,2010,Solomon Alabi,6' 11.5'',237.4,BIG,75.65,3.60%
843,2010,Sylven Landesberg,6' 4.75'',210,WING,80.82,35.10%
844,2010,Terrico White,6' 3.75'',202.6,COMBO G,84.92,74.50%
845,2010,Trevor Booker,6' 6.25'',235.8,BIG,95.42,77.90%
846,2010,Wesley Johnson,6' 6.25'',206.4,WING,88.02,71.70%
847,2010,Willie Warren,6' 2.5'',208.4,COMBO G,70.07,10.60%
848,2010,Xavier Henry,6' 5.25'',210.2,WING,82.06,41.40%
849,2009,A.J. Price,6' 0.5'',192.8,PG,72.13,23.60%
850,2009,Austin Daye,6' 9.75'',191.8,COMBO F,69.79,0.80%
851,2009,Blake Griffin,6' 8.5'',248.4,BIG,101.87,94.60%
852,2009,Byron Mullens,6' 11.75'',258.2,BIG,95.99,80.00%
853,2009,Chase Budinger,6' 6.25'',206.4,WING,82.93,45.90%
854,2009,DaJuan Summers,6' 7.25'',243,WING,94,91.40%
855,2009,Danny Green,6' 5.25'',208,WING,82.39,43.10%
856,2009,Dante Cunningham,6' 7'',227.4,BIG,85.89,31.90%
857,2009,Darren Collison,6' 0.25'',166.2,PG,72.45,25.10%
858,2009,DeJuan Blair,6' 5.25'',276.6,BIG,94.62,74.70%
859,2009,DeMar DeRozan,6' 5.5'',211.2,WING,83.39,48.40%
860,2009,Derrick Brown,6' 7.5'',224.6,COMBO F,90.66,67.70%
861,2009,Dionte Christmas,6' 4.25'',210.8,WING,79.05,26.90%
862,2009,Earl Clark,6' 8.5'',228.4,COMBO F,87.27,49.80%
863,2009,Eric Maynor,6' 2.25'',163.6,PG,68.36,9.40%
864,2009,Gerald Henderson,6' 4'',214.6,WING,89.71,78.70%
865,2009,Jack McClinton,5' 11.75'',185.2,COMBO G,77.54,38.70%
866,2009,James Harden,6' 4'',222,WING,92.14,86.90%
867,2009,James Johnson,6' 7'',257.2,COMBO F,100.89,96.90%
868,2009,Jeff Adrien,6' 5.25'',236.2,BIG,87.24,38.40%
869,2009,Jeff Ayres,6' 8.75'',239.6,BIG,96.55,82.00%
870,2009,Jeff Teague,6' 0.25'',175.2,PG,75.31,41.40%
871,2009,Jerel McNeal,6' 1.5'',190.4,WING,81.92,40.60%
872,2009,Jermaine Taylor,6' 3.5'',207.4,WING,92.62,88.20%
873,2009,Jodie Meeks,6' 3'',211.4,WING,82.4,43.20%
874,2009,Joe Ingles,6' 7.75'',209.2,WING,76.36,16.50%
875,2009,Jonny Flynn,5' 11.25'',195.6,PG,86.65,94.30%
876,2009,Jordan Hill,6' 9.25'',232.4,BIG,94.27,73.20%
877,2009,Josh Heytvelt,6' 10'',246.2,BIG,92.47,65.00%
878,2009,Jrue Holiday,6' 3.25'',199,COMBO G,78.76,44.80%
879,2009,Marcus Thornton,6' 2.75'',194.4,WING,82.25,42.30%
880,2009,Omri Casspi,6' 7.75'',211.2,WING,75.96,15.20%
881,2009,Patty Mills,5' 11.25'',175.4,PG,70.11,14.90%
882,2009,Rodrigue Beaubois,6' 1.25'',182.4,PG,75.75,44.10%
883,2009,Sam Young,6' 5.25'',222.8,WING,83.5,48.90%
884,2009,Stephen Curry,6' 2'',181,COMBO G,75.26,28.10%
885,2009,Taj Gibson,6' 8.5'',214.4,BIG,76.7,4.80%
886,2009,Terrence Williams,6' 5'',213.2,WING,87.2,67.90%
887,2009,Toney Douglas,6' 1'',183.4,PG,73.26,29.40%
888,2009,Ty Lawson,5' 11.25'',196.6,PG,79.08,64.80%
889,2009,Tyler Hansbrough,6' 8.25'',234.2,BIG,86.68,35.60%
890,2009,Tyler Smith,6' 5.25'',212,WING,83.57,49.30%
891,2009,Tyreke Evans,6' 4'',220.6,COMBO G,85.07,75.20%
892,2009,Wayne Ellington,6' 4.25'',202.4,WING,85.83,61.10%
893,2008,Aleks Maric,6' 9.75'',273,BIG,85.31,29.30%
894,2008,Anthony Randolph,6' 9'',197,COMBO F,79.01,12.70%
895,2008,Brian Butch,6' 9.5'',229.6,BIG,77.23,5.50%
896,2008,Brian Roberts,6' 0.25'',173,PG,76.31,47.70%
897,2008,Brook Lopez,6' 11.25'',258,BIG,93.36,69.20%
898,2008,Bryce Taylor,6' 2.75'',210,WING,94.56,92.50%
899,2008,Charles Rhodes,6' 7.25'',244,BIG,87.07,37.50%
900,2008,Chris Daniels,6' 8.25'',256,BIG,89,47.30%
901,2008,D.J. Augustin,5' 10'',171.5,PG,70.76,17.40%
902,2008,Darnell Jackson,6' 7'',240.5,BIG,87.22,38.30%
903,2008,Darrell Arthur,6' 7.5'',216,BIG,83.67,22.40%
904,2008,David Padgett,6' 10.25'',239.5,BIG,79.71,10.10%
905,2008,Davon Jefferson,6' 5.25'',213,WING,79.61,29.40%
906,2008,DeAndre Jordan,6' 9.75'',250,BIG,87.35,38.90%
907,2008,DeMarcus Nelson,6' 1'',198,COMBO G,90.3,91.20%
908,2008,Deron Washington,6' 5.25'',198.5,WING,89.43,77.70%
909,2008,Derrick Rose,6' 1.5'',196,PG,89.64,98.00%
910,2008,DeVon Hardin,6' 9.5'',235,BIG,91.55,60.40%
911,2008,Donte Greene,6' 8.25'',221,COMBO F,82.93,27.30%
912,2008,Drew Neitzel,5' 11.75'',175.5,PG,66.64,5.60%
913,2008,Eric Gordon,6' 2'',222,WING,93.27,89.80%
914,2008,Frank Elegar,6' 7.25'',210,BIG,92.31,64.20%
915,2008,Gary Forbes,6' 4.5'',220.5,WING,82.85,45.50%
916,2008,George Hill,6' 1.25'',181,PG,83.37,85.50%
917,2008,James Gist,6' 7'',220,BIG,89.16,48.20%
918,2008,James Mays,6' 6.75'',227,BIG,89.14,48.10%
919,2008,JaVale McGee,6' 11'',241,BIG,87.35,38.90%
920,2008,Jeremy Pargo,6' 0.5'',208,PG,88.7,97.20%
921,2008,Jerryd Bayless,6' 1.75'',204,COMBO G,85.37,76.30%
