team,player_name,player_id,position,name_key,unnamed:_0,year,player,height,weight,position_bsp,bsparq,nba_pct,bsparq_imputed,bsparq_source
Oklahoma City Thunder,Jaylin Williams,1631119,F,jaylin williams,229,2022,Jaylin Williams,6' 8.75'',236.6,BIG,80.25,11.40%,80.25,measured
Cleveland Cavaliers,Jaylon Tyson,1642281,G-F,jaylon tyson,108,2024,Jaylon Tyson,6' 5.50'',218.2,WING,86.53,64.60%,86.53,measured
Boston Celtics,Jayson Tatum,1628369,F-G,jayson tatum,,,,,,,,,89.825,imputed
Boston Celtics,JD Davison,1631120,G,jd davison,230,2022,JD Davison,6' 0.50'',191.8,PG,79.58,67.70%,79.58,measured
Philadelphia 76ers,Jeff Dowtin Jr.,1630288,G,jeff dowtin jr,,,,,,,,,80.625,imputed
Houston Rockets,Jeff Green,201145,F,jeff green,1001,2007,Jeff Green,6' 7'',228,WING,98.54,97.60%,98.54,measured
Portland Trail Blazers,Jerami Grant,203924,F,jerami grant,,,,,,,,,85.83,imputed
New Orleans Pelicans,Jeremiah Robinson-Earl,1630526,F,jeremiah robinson earl,278,2021,Jeremiah Robinson-Earl,6'7.75'',242.4,BIG,87.74,40.90%,87.74,measured
San Antonio Spurs,Jeremy Sochan,1631110,F,jeremy sochan,,,,,,,,,85.83,imputed
Milwaukee Bucks,Jericho Sims,1630579,C,jericho sims,279,2021,Jericho Sims,6'9.0'',250.2,BIG,114.99,100.00%,114.99,measured
Minnesota Timberwolves,Jesse Edwards,1642399,C,jesse edwards,109,2024,Jesse Edwards,6' 11.50'',236,BIG,94.12,72.50%,94.12,measured
Orlando Magic,Jett Howard,1641724,G,jett howard,,,,,,,,,80.625,imputed
Chicago Bulls,Jevon Carter,1628975,G,jevon carter,433,2018,Jevon Carter,6' 0.25'',196.2,PG,78.92,63.90%,78.92,measured
Golden State Warriors,Jimmy Butler III,202710,F,jimmy butler iii,,,,,,,,,85.83,imputed
Houston Rockets,Jock Landale,1629111,C,jock landale,,,,,,,,,93.27,imputed
Minnesota Timberwolves,Joe Ingles,204060,F-G,joe ingles,874,2009,Joe Ingles,6' 7.75'',209.2,WING,76.36,16.50%,76.36,measured
Philadelphia 76ers,Joel Embiid,203954,C-F,joel embiid,,,,,,,,,89.695,imputed
Utah Jazz,John Collins,1628381,F-C,john collins,485,2017,John Collins,6' 8.25'',225.2,BIG,96.47,81.70%,96.47,measured
Memphis Grizzlies,John Konchar,1629723,G,john konchar,,,,,,,,,80.625,imputed
Indiana Pacers,Johnny Furphy,1642277,G,johnny furphy,110,2024,Johnny Furphy,6' 7.50'',188.8,WING,70.04,3.50%,70.04,measured
Utah Jazz,Johnny Juzang,1630548,G,johnny juzang,233,2022,Johnny Juzang,6' 5.25'',208.6,WING,79.35,28.20%,79.35,measured
Sacramento Kings,Jonas Valančiūnas,202685,C,jonas valanciunas,,,,,,,,,93.27,imputed
Orlando Magic,Jonathan Isaac,1628371,F,jonathan isaac,,,,,,,,,85.83,imputed
Golden State Warriors,Jonathan Kuminga,1630228,F,jonathan kuminga,,,,,,,,,85.83,imputed
Toronto Raptors,Jonathan Mogbo,1642367,F,jonathan mogbo,111,2024,Jonathan Mogbo,6' 6.25'',217.2,BIG,90.6,55.60%,90.6,measured
Utah Jazz,Jordan Clarkson,203903,G,jordan clarkson,625,2014,Jordan Clarkson,6' 3.25'',186.3,PG,83.35,85.50%,83.35,measured
Los Angeles Lakers,Jordan Goodwin,1630692,G,jordan goodwin,,,,,,,,,80.625,imputed
New Orleans Pelicans,Jordan Hawkins,1641722,G,jordan hawkins,,,,,,,,,80.625,imputed
San Antonio Spurs,Jordan McLaughlin,1629162,G,jordan mclaughlin,,,,,,,,,80.625,imputed
Los Angeles Clippers,Jordan Miller,1641757,G,jordan miller,178,2023,Jordan Miller,6' 4.50'',191.6,WING,83.17,47.20%,83.17,measured
Washington Wizards,Jordan Poole,1629673,G,jordan poole,376,2019,Jordan Poole,6' 3.5'',190.8,WING,75.34,13.30%,75.34,measured
Boston Celtics,Jordan Walsh,1641775,G,jordan walsh,179,2023,Jordan Walsh,6' 5.75'',204,WING,89.27,77.00%,89.27,measured
New Orleans Pelicans,Jose Alvarado,1630631,G,jose alvarado,,,,,,,,,80.625,imputed
Miami Heat,Josh Christopher,1630528,G,josh christopher,283,2021,Josh Christopher,6'3.25'',214.8,WING,85.56,59.80%,85.56,measured
Chicago Bulls,Josh Giddey,1630581,G,josh giddey,,,,,,,,,80.625,imputed
Charlotte Hornets,Josh Green,1630182,G,josh green,322,2020,Josh Green,6'4.50'',214,WING,87.44,69.00%,87.44,measured
New York Knicks,Josh Hart,1628404,G,josh hart,487,2017,Josh Hart,6' 3.75'',209.2,WING,79.66,29.60%,79.66,measured
Minnesota Timberwolves,Josh Minott,1631169,F,josh minott,,,,,,,,,85.83,imputed
Charlotte Hornets,Josh Okogie,1629006,G,josh okogie,435,2018,Josh Okogie,6' 3'',210.8,WING,91.74,85.70%,91.74,measured
Boston Celtics,Jrue Holiday,201950,G,jrue holiday,878,2009,Jrue Holiday,6' 3.25'',199,COMBO G,78.76,44.80%,78.76,measured
Washington Wizards,JT Thor,1630550,F,jt thor,285,2021,JT Thor,6'8.5'',203,BIG,85.83,31.60%,85.83,measured
San Antonio Spurs,Julian Champagnie,1630577,F,julian champagnie,234,2022,Julian Champagnie,6' 6.25'',212.4,WING,82.7,44.70%,82.7,measured
Chicago Bulls,Julian Phillips,1641763,F,julian phillips,181,2023,Julian Phillips,6' 6.75'',196.6,WING,92.66,88.30%,92.66,measured
Denver Nuggets,Julian Strawther,1631124,G,julian strawther,182,2023,Julian Strawther,6' 6.00'',208.8,WING,79.48,28.80%,79.48,measured
Minnesota Timberwolves,Julius Randle,203944,F-C,julius randle,627,2014,Julius Randle,6' 7.75'',249.7,BIG,94.81,75.50%,94.81,measured
Washington Wizards,Justin Champagnie,1630551,G-F,justin champagnie,287,2021,Justin Champagnie,6'5.75'',206.4,BIG,77.79,6.40%,77.79,measured
Philadelphia 76ers,Justin Edwards,1642348,F,justin edwards,114,2024,Justin Edwards,6' 6.00'',209.4,WING,80.62,34.10%,80.62,measured
Portland Trail Blazers,Justin Minaya,1631303,F,justin minaya,,,,,,,,,85.83,imputed
Charlotte Hornets,Jusuf Nurkić,203994,C,jusuf nurkic,,,,,,,,,93.27,imputed
Dallas Mavericks,Kai Jones,1630539,C-F,kai jones,,,,,,,,,89.695,imputed
New York Knicks,Karl-Anthony Towns,1626157,C-F,karl anthony towns,,,,,,,,,89.695,imputed
New Orleans Pelicans,Karlo Matković,1631255,F-C,karlo matkovic,,,,,,,,,95.17,imputed
Los Angeles Clippers,Kawhi Leonard,202695,F,kawhi leonard,783,2011,Kawhi Leonard,6' 6'',227.4,WING,80.17,32.00%,80.17,measured
Atlanta Hawks,Keaton Wallace,1630811,G,keaton wallace,,,,,,,,,80.625,imputed
Sacramento Kings,Keegan Murray,1631099,F,keegan murray,,,,,,,,,85.83,imputed
New Orleans Pelicans,Keion Brooks Jr.,1631232,F,keion brooks jr,,,,,,,,,85.83,imputed
San Antonio Spurs,Keldon Johnson,1629640,F-G,keldon johnson,,,,,,,,,89.825,imputed
Miami Heat,Kel'el Ware,1642276,C,kel el ware,115,2024,Kel'el Ware,6' 11.75'',230,BIG,96.9,83.20%,96.9,measured
New Orleans Pelicans,Kelly Olynyk,203482,F-C,kelly olynyk,672,2013,Kelly Olynyk,6' 10.75'',234,BIG,79.57,9.80%,79.57,measured
Philadelphia 76ers,Kelly Oubre Jr.,1626162,F-G,kelly oubre jr,,,,,,,,,89.825,imputed
Oklahoma City Thunder,Kenrich Williams,1629026,G-F,kenrich williams,437,2018,Kenrich Williams,6' 6'',200.4,WING,78.14,23.00%,78.14,measured
Memphis Grizzlies,Kentavious Caldwell-Pope,203484,G,kentavious caldwell pope,674,2013,Kentavious Caldwell-Pope,6' 4.5'',203.6,WING,81.1,36.50%,81.1,measured
Sacramento Kings,Keon Ellis,1631165,G,keon ellis,238,2022,Keon Ellis,6' 3.50'',167.4,WING,68.69,2.30%,68.69,measured
Brooklyn Nets,Keon Johnson,1630553,G,keon johnson,288,2021,Keon Johnson,6'3.5'',184.8,WING,98.48,97.50%,98.48,measured
Miami Heat,Keshad Johnson,1642352,F,keshad johnson,116,2024,Keshad Johnson,6' 6.25'',224,BIG,92.79,66.50%,92.79,measured
Dallas Mavericks,Kessler Edwards,1630556,F,kessler edwards,289,2021,Kessler Edwards,6'7.0'',203,BIG,78.89,8.40%,78.89,measured
Phoenix Suns,Kevin Durant,201142,F,kevin durant,1008,2007,Kevin Durant,6' 9'',215,COMBO F,77.99,10.00%,77.99,measured
Chicago Bulls,Kevin Huerter,1628989,G-F,kevin huerter,439,2018,Kevin Huerter,6' 6.25'',194,WING,82.02,41.20%,82.02,measured
Golden State Warriors,Kevin Knox II,1628995,F,kevin knox ii,,,,,,,,,85.83,imputed
Miami Heat,Kevin Love,201567,F-C,kevin love,930,2008,Kevin Love,6' 7.75'',255,BIG,97.69,85.60%,97.69,measured
New York Knicks,Kevin McCullar Jr.,1641755,G,kevin mccullar jr,,,,,,,,,80.625,imputed
Milwaukee Bucks,Kevin Porter Jr.,1629645,G-F,kevin porter jr,377,2019,Kevin Porter Jr.,6' 4'',212.6,WING,79.55,29.10%,79.55,measured
Golden State Warriors,Kevon Looney,1626172,F,kevon looney,,,,,,,,,85.83,imputed
Utah Jazz,Keyonte George,1641718,G,keyonte george,,,,,,,,,80.625,imputed
Washington Wizards,Khris Middleton,203114,F,khris middleton,729,2012,Khris Middleton,6' 6.75'',216.2,WING,82.6,44.20%,82.6,measured
Utah Jazz,KJ Martin,1630231,F,kj martin,,,,,,,,,85.83,imputed
Charlotte Hornets,KJ Simpson,1642354,G,kj simpson,117,2024,KJ Simpson,6' 0.25'',187,PG,82.75,83.20%,82.75,measured
Dallas Mavericks,Klay Thompson,202691,G,klay thompson,787,2011,Klay Thompson,6' 5.75'',205.6,WING,76.5,16.90%,76.5,measured
Los Angeles Clippers,Kobe Brown,1641738,F,kobe brown,183,2023,Kobe Brown,6' 6.50'',252.2,BIG,94.3,73.30%,94.3,measured
Atlanta Hawks,Kobe Bufkin,1641723,G,kobe bufkin,184,2023,Kobe Bufkin,6' 4.25'',186.8,WING,76.07,15.60%,76.07,measured
Los Angeles Clippers,Kris Dunn,1627739,G,kris dunn,,,,,,,,,80.625,imputed
Portland Trail Blazers,Kris Murray,1631200,F,kris murray,185,2023,Kris Murray,6' 7.75'',212.8,BIG,84.85,27.20%,84.85,measured
Boston Celtics,Kristaps Porziņģis,204001,F-C,kristaps porzingis,,,,,,,,,95.17,imputed
Miami Heat,Kyle Anderson,203937,F-G,kyle anderson,,,,,,,,,89.825,imputed
Utah Jazz,Kyle Filipowski,1642271,C,kyle filipowski,118,2024,Kyle Filipowski,6' 10.75'',229.8,BIG,84.22,24.60%,84.22,measured
Milwaukee Bucks,Kyle Kuzma,1628398,F,kyle kuzma,494,2017,Kyle Kuzma,6' 8'',222.6,WING,82.29,42.50%,82.29,measured
Philadelphia 76ers,Kyle Lowry,200768,G,kyle lowry,,,,,,,,,80.625,imputed
Dallas Mavericks,Kyrie Irving,202681,G,kyrie irving,,,,,,,,,80.625,imputed
Washington Wizards,Kyshawn George,1642273,F,kyshawn george,119,2024,Kyshawn George,6' 7.00'',208.8,WING,78.42,24.20%,78.42,measured
Memphis Grizzlies,Lamar Stevens,1630205,F,lamar stevens,329,2020,Lamar Stevens,6'5.75'',228,COMBO F,102.01,97.80%,102.01,measured
Charlotte Hornets,LaMelo Ball,1630163,G,lamelo ball,,,,,,,,,80.625,imputed
New York Knicks,Landry Shamet,1629013,G,landry shamet,443,2018,Landry Shamet,6' 4'',188.6,PG,80.41,72.30%,80.41,measured
Atlanta Hawks,Larry Nance Jr.,1626204,F-C,larry nance jr,,,,,,,,,95.17,imputed
Utah Jazz,Lauri Markkanen,1628374,F-C,lauri markkanen,,,,,,,,,95.17,imputed
Los Angeles Lakers,LeBron James,2544,F,lebron james,,,,,,,,,85.83,imputed
Minnesota Timberwolves,Leonard Miller,1631159,F,leonard miller,186,2023,Leonard Miller,6' 9.25'',212.8,BIG,90.1,53.10%,90.1,measured
New Orleans Pelicans,Lester Quinones,1631311,G,lester quinones,,,,,,,,,80.625,imputed
Detroit Pistons,Lindy Waters III,1630322,F,lindy waters iii,,,,,,,,,85.83,imputed
Philadelphia 76ers,Lonnie Walker IV,1629022,G-F,lonnie walker iv,,,,,,,,,84.81,imputed
Chicago Bulls,Lonzo Ball,1628366,G,lonzo ball,,,,,,,,,80.625,imputed
Oklahoma City Thunder,Luguentz Dort,1629652,G,luguentz dort,383,2019,Luguentz Dort,6' 2.75'',222.2,PG,94.43,99.80%,94.43,measured
Los Angeles Lakers,Luka Dončić,1629029,F-G,luka doncic,,,,,,,,,89.825,imputed
Minnesota Timberwolves,Luka Garza,1630568,C,luka garza,290,2021,Luka Garza,6'10.0'',242.8,BIG,80.55,12.20%,80.55,measured
Memphis Grizzlies,Luke Kennard,1628379,G,luke kennard,,,,,,,,,80.625,imputed
Boston Celtics,Luke Kornet,1628436,C-F,luke kornet,,,,,,,,,89.695,imputed
Cleveland Cavaliers,Luke Travers,1631247,F,luke travers,,,,,,,,,85.83,imputed
Orlando Magic,Mac McClung,1630644,G,mac mcclung,,,,,,,,,80.625,imputed
San Antonio Spurs,Malaki Branham,1631103,F,malaki branham,241,2022,Malaki Branham,6' 4.00'',194.8,WING,78.43,24.20%,78.43,measured
Washington Wizards,Malcolm Brogdon,1627763,G,malcolm brogdon,539,2016,Malcolm Brogdon,6' 3.75'',223,WING,90.13,80.30%,90.13,measured
Detroit Pistons,Malik Beasley,1627736,G,malik beasley,,,,,,,,,80.625,imputed
Sacramento Kings,Malik Monk,1628370,G,malik monk,,,,,,,,,80.625,imputed
Detroit Pistons,Marcus Sasser,1631204,G,marcus sasser,187,2023,Marcus Sasser,6' 1.25'',195.6,PG,74.85,38.60%,74.85,measured
Washington Wizards,Marcus Smart,203935,G,marcus smart,632,2014,Marcus Smart,6' 2'',227.2,PG,97.21,99.90%,97.21,measured
New York Knicks,MarJon Beauchamp,1630699,F,marjon beauchamp,,,,,,,,,85.83,imputed
Charlotte Hornets,Mark Williams,1631109,C,mark williams,,,,,,,,,93.27,imputed
Sacramento Kings,Markelle Fultz,1628365,G,markelle fultz,,,,,,,,,80.625,imputed
Los Angeles Lakers,Markieff Morris,202693,F,markieff morris,,,,,,,,,85.83,imputed
Memphis Grizzlies,Marvin Bagley III,1628963,F,marvin bagley iii,,,,,,,,,85.83,imputed
Sacramento Kings,Mason Jones,1630222,G,mason jones,332,2020,Mason Jones,6'3.75'',207.2,WING,71.85,5.80%,71.85,measured
Phoenix Suns,Mason Plumlee,203486,F-C,mason plumlee,676,2013,Mason Plumlee,6' 11.25'',238.2,BIG,94.91,75.90%,94.91,measured
Chicago Bulls,Matas Buzelis,1641824,F,matas buzelis,121,2024,Matas Buzelis,6' 8.75'',197,WING,82.96,46.10%,82.96,measured
Portland Trail Blazers,Matisse Thybulle,1629680,G-F,matisse thybulle,,,,,,,,,84.81,imputed
Dallas Mavericks,Max Christie,1631108,G,max christie,244,2022,Max Christie,6' 4.25'',189.2,WING,82.41,43.20%,82.41,measured
Cleveland Cavaliers,Max Strus,1629622,G-F,max strus,,,,,,,,,84.81,imputed
Los Angeles Lakers,Maxi Kleber,1628467,F,maxi kleber,,,,,,,,,85.83,imputed
Brooklyn Nets,Maxwell Lewis,1641721,F,maxwell lewis,188,2023,Maxwell Lewis,6' 6.25'',207.2,WING,89.37,77.40%,89.37,measured
Utah Jazz,Micah Potter,1630695,C,micah potter,,,,,,,,,93.27,imputed
Denver Nuggets,Michael Porter Jr.,1629008,F,michael porter jr,,,,,,,,,85.83,imputed
New York Knicks,Mikal Bridges,1628969,G-F,mikal bridges,,,,,,,,,84.81,imputed
Minnesota Timberwolves,Mike Conley,201144,G,mike conley,1013,2007,Mike Conley,5' 11'',175,PG,83.92,87.40%,83.92,measured
Charlotte Hornets,Miles Bridges,1628970,F,miles bridges,,,,,,,,,85.83,imputed
New York Knicks,Miles McBride,1630540,G,miles mcbride,297,2021,Miles McBride,6'1.0'',195.2,PG,82.56,82.40%,82.56,measured
Boston Celtics,Miles Norris,1641936,F,miles norris,,,,,,,,,85.83,imputed
New York Knicks,Mitchell Robinson,1629011,C-F,mitchell robinson,,,,,,,,,89.695,imputed
Phoenix Suns,Monté Morris,1628420,G,monte morris,496,2017,Monte Morris,6' 1.25'',175.2,PG,70.9,18.00%,70.9,measured
Orlando Magic,Moritz Wagner,1629021,F-C,moritz wagner,447,2018,Moritz Wagner,6' 10.5'',241.4,BIG,87.5,39.70%,87.5,measured
Golden State Warriors,Moses Moody,1630541,G,moses moody,,,,,,,,,80.625,imputed
Atlanta Hawks,Mouhamed Gueye,1631243,F,mouhamed gueye,,,,,,,,,85.83,imputed
Charlotte Hornets,Moussa Diabaté,1631217,F,moussa diabate,246,2022,Moussa Diabate,6' 9.25'',216.6,BIG,84.89,27.40%,84.89,measured
Indiana Pacers,Myles Turner,1626167,C-F,myles turner,,,,,,,,,89.695,imputed
Cleveland Cavaliers,Nae'Qwan Tomlin,1641772,F,nae qwan tomlin,125,2024,Nae'Qwan Tomlin,6' 8.25'',205,BIG,78.35,7.30%,78.35,measured
Dallas Mavericks,Naji Marshall,1630230,F,naji marshall,333,2020,Naji Marshall,6'5.75'',233.5,WING,88.82,75.20%,88.82,measured
Houston Rockets,Nate Williams,1631466,G,nate williams,,,,,,,,,80.625,imputed
Minnesota Timberwolves,Naz Reid,1629675,C-F,naz reid,390,2019,Naz Reid,6' 8.75'',255.8,BIG,88.94,47.00%,88.94,measured
Boston Celtics,Neemias Queta,1629674,C,neemias queta,300,2021,Neemias Queta,6'11.25'',248.4,BIG,89.45,49.70%,89.45,measured
Houston Rockets,N'Faly Dante,1642368,C,n faly dante,124,2024,N'Faly Dante,6' 10.00'',260.2,BIG,92.72,66.20%,92.72,measured
Brooklyn Nets,Nic Claxton,1629651,C,nic claxton,,,,,,,,,93.27,imputed
Phoenix Suns,Nick Richards,1630208,C,nick richards,335,2020,Nick Richards,6'10.50'',241.6,BIG,94.74,75.20%,94.74,measured
Charlotte Hornets,Nick Smith Jr.,1641733,G,nick smith jr,,,,,,,,,80.625,imputed
Minnesota Timberwolves,Nickeil Alexander-Walker,1629638,G,nickeil alexander walker,,,,,,,,,80.625,imputed
Los Angeles Clippers,Nicolas Batum,201587,G-F,nicolas batum,,,,,,,,,84.81,imputed
Denver Nuggets,Nikola Jokić,203999,C,nikola jokic,,,,,,,,,93.27,imputed
Miami Heat,Nikola Jović,1631107,F,nikola jovic,,,,,,,,,85.83,imputed
Oklahoma City Thunder,Nikola Topić,1642260,G,nikola topic,,,,,,,,,80.625,imputed
Chicago Bulls,Nikola Vučević,202696,C,nikola vucevic,794,2011,Nikola Vucevic,6' 10.25'',259.8,BIG,83.45,21.60%,83.45,measured
Brooklyn Nets,Noah Clowney,1641730,F-C,noah clowney,,,,,,,,,95.17,imputed
Los Angeles Clippers,Norman Powell,1626181,G,norman powell,583,2015,Norman Powell,6' 3'',215.4,WING,92.24,87.20%,92.24,measured
Indiana Pacers,Obi Toppin,1630167,F,obi toppin,,,,,,,,,85.83,imputed
Toronto Raptors,Ochai Agbaji,1630534,G,ochai agbaji,247,2022,Ochai Agbaji,6' 4.50'',216.8,WING,91.56,85.20%,91.56,measured
New York Knicks,OG Anunoby,1628384,F-G,og anunoby,,,,,,,,,89.825,imputed
Dallas Mavericks,Olivier-Maxence Prosper,1641765,F,olivier maxence prosper,191,2023,Olivier-Maxence Prosper,6' 6.75'',212.4,BIG,96.37,81.40%,96.37,measured
Atlanta Hawks,Onyeka Okongwu,1630168,F-C,onyeka okongwu,,,,,,,,,95.17,imputed
Utah Jazz,Oscar Tshiebwe,1631131,F-C,oscar tshiebwe,193,2023,Oscar Tshiebwe,6' 7.25'',253.6,BIG,97.19,84.10%,97.19,measured
Phoenix Suns,Oso Ighodaro,1642345,F,oso ighodaro,128,2024,Oso Ighodaro,6' 9.50'',222,BIG,99.74,90.80%,99.74,measured
Oklahoma City Thunder,Ousmane Dieng,1631172,F,ousmane dieng,,,,,,,,,85.83,imputed
New York Knicks,P.J. Tucker,200782,F,p j tucker,,,,,,,,,85.83,imputed
Dallas Mavericks,P.J. Washington,1629023,F,p j washington,,,,,,,,,85.83,imputed
New York Knicks,Pacôme Dadiet,1642359,F,pacome dadiet,129,2024,Pacome Dadiet,6' 7.75'',216.8,WING,85.07,57.20%,85.07,measured
Orlando Magic,Paolo Banchero,1631094,F,paolo banchero,,,,,,,,,85.83,imputed
Indiana Pacers,Pascal Siakam,1627783,F,pascal siakam,547,2016,Pascal Siakam,6' 8.25'',226.6,BIG,91.29,59.20%,91.29,measured
Milwaukee Bucks,Pat Connaughton,1626192,G,pat connaughton,585,2015,Pat Connaughton,6' 4'',215,WING,102.79,99.40%,102.79,measured
Golden State Warriors,Pat Spencer,1630311,G,pat spencer,,,,,,,,,80.625,imputed
Los Angeles Clippers,Patrick Baldwin Jr.,1631116,F,patrick baldwin jr,249,2022,Patrick Baldwin Jr.,6' 9.25'',230.8,WING,76.41,16.60%,76.41,measured
Chicago Bulls,Patrick Williams,1630172,F,patrick williams,,,,,,,,,85.83,imputed
Los Angeles Clippers,Patty Mills,201988,G,patty mills,881,2009,Patty Mills,5' 11.25'',175.4,PG,70.11,14.90%,70.11,measured
Philadelphia 76ers,Paul George,202331,F,paul george,,,,,,,,,85.83,imputed
Detroit Pistons,Paul Reed,1630194,F,paul reed,,,,,,,,,85.83,imputed
Boston Celtics,Payton Pritchard,1630202,G,payton pritchard,,,,,,,,,80.625,imputed
Miami Heat,Pelle Larsson,1641796,G,pelle larsson,131,2024,Pelle Larsson,6' 5.25'',212.4,WING,86.95,66.70%,86.95,measured
Milwaukee Bucks,Pete Nance,1631250,F,pete nance,,,,,,,,,85.83,imputed
Denver Nuggets,Peyton Watson,1631212,G,peyton watson,250,2022,Peyton Watson,6' 6.75'',203.4,WING,78.97,26.50%,78.97,measured
Denver Nuggets,PJ Hall,1641790,C,pj hall,132,2024,PJ Hall,6' 8.25'',239.6,BIG,100.14,91.70%,100.14,measured
New York Knicks,Precious Achiuwa,1630173,F,precious achiuwa,,,,,,,,,85.83,imputed
Philadelphia 76ers,Quentin Grimes,1629656,G,quentin grimes,302,2021,Quentin Grimes,6'4.0'',205,WING,84.62,54.90%,84.62,measured
Indiana Pacers,Quenton Jackson,1631245,G,quenton jackson,,,,,,,,,80.625,imputed
Golden State Warriors,Quinten Post,1642366,C,quinten post,133,2024,Quinten Post,7' 0.00'',244.4,BIG,80.92,13.20%,80.92,measured
Portland Trail Blazers,Rayan Rupert,1641712,G-F,rayan rupert,194,2023,Rayan Rupert,6' 6.00'',193.2,WING,74.99,12.40%,74.99,measured
Indiana Pacers,RayJ Dennis,1642484,G,rayj dennis,,,,,,,,,80.625,imputed
Brooklyn Nets,Reece Beekman,1641736,G,reece beekman,134,2024,Reece Beekman,6' 1.25'',196.4,PG,80.96,75.10%,80.96,measured
Houston Rockets,Reed Sheppard,1642263,G,reed sheppard,135,2024,Reed Sheppard,6' 1.75'',181.6,PG,80.96,75.10%,80.96,measured
Washington Wizards,Richaun Holmes,1626158,F,richaun holmes,590,2015,Richaun Holmes,6' 8.25'',242.8,BIG,101.26,93.70%,101.26,measured
Philadelphia 76ers,Ricky Council IV,1641741,G,ricky council iv,196,2023,Ricky Council IV,6' 5.00'',208,WING,85.55,59.70%,85.55,measured
San Antonio Spurs,Riley Minix,1642434,F,riley minix,,,,,,,,,85.83,imputed
Toronto Raptors,RJ Barrett,1629628,F-G,rj barrett,,,,,,,,,89.825,imputed
Minnesota Timberwolves,Rob Dillingham,1642265,G,rob dillingham,,,,,,,,,80.625,imputed
Portland Trail Blazers,Robert Williams III,1629057,C-F,robert williams iii,,,,,,,,,89.695,imputed
Detroit Pistons,Ron Harper Jr.,1631199,G-F,ron harper jr,251,2022,Ron Harper Jr.,6' 4.00'',240.4,WING,84.81,55.80%,84.81,measured
Detroit Pistons,Ronald Holland II,1641842,F,ronald holland ii,,,,,,,,,85.83,imputed
Phoenix Suns,Royce O'Neale,1626220,F,royce o neale,,,,,,,,,85.83,imputed
Minnesota Timberwolves,Rudy Gobert,203497,C,rudy gobert,688,2013,Rudy Gobert,7' 0.5'',237.6,BIG,81.6,15.20%,81.6,measured
Los Angeles Lakers,Rui Hachimura,1629060,F,rui hachimura,,,,,,,,,85.83,imputed
Denver Nuggets,Russell Westbrook,201566,G,russell westbrook,951,2008,Russell Westbrook,6' 2.25'',192,PG,79.57,67.70%,79.57,measured
Phoenix Suns,Ryan Dunn,1642346,F,ryan dunn,137,2024,Ryan Dunn,6' 6.25'',213.6,BIG,90.38,54.50%,90.38,measured
Milwaukee Bucks,Ryan Rollins,1631157,G,ryan rollins,252,2022,Ryan Rollins,6' 2.00'',179.2,WING,76.5,17.00%,76.5,measured
Washington Wizards,Saddiq Bey,1630180,G-F,saddiq bey,,,,,,,,,84.81,imputed
Boston Celtics,Sam Hauser,1630573,F,sam hauser,304,2021,Sam Hauser,6'6.75'',217.4,WING,84.05,51.80%,84.05,measured
Cleveland Cavaliers,Sam Merrill,1630241,G,sam merrill,,,,,,,,,80.625,imputed
San Antonio Spurs,Sandro Mamukelashvili,1630572,F-C,sandro mamukelashvili,305,2021,Sandro Mamukelashvili,6'9.0'',239.8,BIG,95.43,77.90%,95.43,measured
Memphis Grizzlies,Santi Aldama,1630583,F-C,santi aldama,,,,,,,,,95.17,imputed
Portland Trail Blazers,Scoot Henderson,1630703,G,scoot henderson,,,,,,,,,80.625,imputed
Toronto Raptors,Scottie Barnes,1630567,F-G,scottie barnes,306,2021,Scottie Barnes,6'7.0'',225.4,WING,103.29,99.50%,103.29,measured
Memphis Grizzlies,Scotty Pippen Jr.,1630590,G,scotty pippen jr,253,2022,Scotty Pippen Jr.,6' 0.00'',180,PG,76.81,50.80%,76.81,measured
Charlotte Hornets,Seth Curry,203552,G,seth curry,,,,,,,,,80.625,imputed
Los Angeles Clippers,Seth Lundy,1641754,G-F,seth lundy,198,2023,Seth Lundy,6' 4.00'',214.4,WING,89.67,78.60%,89.67,measured
Portland Trail Blazers,Shaedon Sharpe,1631101,G,shaedon sharpe,,,,,,,,,80.625,imputed
Oklahoma City Thunder,Shai Gilgeous-Alexander,1628983,G,shai gilgeous alexander,,,,,,,,,80.625,imputed
Los Angeles Lakers,Shake Milton,1629003,G,shake milton,453,2018,Shake Milton,6' 4.5'',207.2,COMBO G,84.07,70.90%,84.07,measured
Portland Trail Blazers,Sidy Cissoko,1631321,G,sidy cissoko,199,2023,Sidy Cissoko,6' 5.50'',223.8,WING,90.48,81.60%,90.48,measured
Detroit Pistons,Simone Fontecchio,1631323,F,simone fontecchio,,,,,,,,,85.83,imputed
Dallas Mavericks,Spencer Dinwiddie,203915,G,spencer dinwiddie,,,,,,,,,80.625,imputed
Denver Nuggets,Spencer Jones,1642461,F,spencer jones,,,,,,,,,85.83,imputed
Milwaukee Bucks,Stanley Umude,1630649,G,stanley umude,,,,,,,,,80.625,imputed
Golden State Warriors,Stephen Curry,201939,G,stephen curry,884,2009,Stephen Curry,6' 2'',181,COMBO G,75.26,28.10%,75.26,measured
San Antonio Spurs,Stephon Castle,1642264,G,stephon castle,138,2024,Stephon Castle,6' 5.50'',210,WING,81.97,40.90%,81.97,measured
Houston Rockets,Steven Adams,203500,C,steven adams,692,2013,Steven Adams,6' 10.75'',254.5,BIG,94.92,75.90%,94.92,measured
